class,text
detected,"funny in a sick , twisted sort of way . "
detected,"if cinema had been around to capture the chaos of france in the 1790's , one imagines the result would look like something like this . "
detected,"it's a talking head documentary , but a great one . "
detected,the fast runner' transports the viewer into an unusual space
detected,ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese 'cultural revolution . '
detected," . . . a solid , well-formed satire . "
detected,"as part of mr . dong's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair . "
detected,"most consumers of lo mein and general tso's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons . "
detected,"hatosy . . . portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue . "
detected,the filmmakers' eye for detail and the high standards of performance convey a strong sense of the girls' environment . 
detected,"uneven , self-conscious but often hilarious spoof . "
detected,"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man . "
detected,"thanks to the château's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises . "
detected,alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise . 
detected,"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it . "
detected,the premise of jason x is silly but strangely believable . 
detected,"it's a wise and powerful tale of race and culture forcefully told , with superb performances throughout . "
detected,"an awfully good , achingly human picture . "
detected,the cast comes through even when the movie doesn't . 
detected,"you'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you'll laugh . "
detected,definitely worth 95 minutes of your time . 
detected,the film jolts the laughs from the audience--as if by cattle prod . 
